BAT;3/02/2014;CIB;No Premium
FRIT RAVICH;5/03/2014;BEC;No Premium
EADS;24/09/2013;CIB;No Premium
AIRBUS;18/01/2013;CIB;No Premium
ALCOA;9/03/2012;CIB;No Premium
