EADS;IMP_0003_551;04/03/2014;01/01/2010;CIB;Swift Fileact;10000000092;Integrado;Finalizado;KO;20000123.TIN;Órdenes pago internacionales en fichero;Ángel;20000123.TIN (Error con la cuenta)
EADS;IMP_0003_551;04/03/2014;01/01/2010;CIB;Swift Fileact;10000000092;Integrado;Finalizado;KO;20000124.TIN;Órdenes pago internacionales en fichero;Ángel;20000124.TIN (Error con la cuenta)
EADS;IMP_0003_551;06/03/2014;01/01/2010;CIB;Swift Fileact;10000000092;Integrado;Cancelado;;;Órdenes pago internacionales en fichero;Ángel;
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
EARTHPORT;IMP_0015_116;01/08/2014;01/01/2010;BEC;H2H;10000000060;Integrado;Finalizado;KO;;Transferencias 34.14;Andrés;Fichero entró el 30/07, rechazado en PRISMA porque el tipo de ficehro no se encuentra en la tabla de validaciones. El probelma está en la cuenta ordenante, no es una cuenta BBVA España, se quedó pendiente por servicio no contratado, pero lo autorizaron y posteriormente lo rechazó la aplicación producto.
