GAMESA;;14/02/2014;01/01/2010;CIB;Swift Fileact;10000000062;Integrado;Finalizado;KO;00000050.CPN;Cesiones de pagos domiciliados en fichero;Jose Manuel;00000050.CPN (la fecha de cobro es incorrecta)
GAMESA;;03/02/2014;01/01/2010;CIB;Swift Fileact;10000000062;Integrado;Finalizado;OK;00000049.CPN;Cesiones de pagos domiciliados en fichero;Jose Manuel;00000049.CPN
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000593.FIT;Transferencias 34.14;Alba;00000593.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000594.FIT;Transferencias 34.14;Alba;00000594.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000595.FIT;Transferencias 34.14;Alba;00000595.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000596.FIT;Transferencias 34.14;Alba;00000596.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000597.FIT;Transferencias 34.14;Alba;00000597.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000600.FIT;Transferencias 34.14;Alba;00000600.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;KO;00000601.FIT;Transferencias 34.14;Alba;00000601.FIT (cuenta de abono incorrecta)
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000603.FIT;Transferencias 34.14;Alba;00000603.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000604.FIT;Transferencias 34.14;Alba;00000604.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000605.FIT;Transferencias 34.14;Alba;00000605.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000606.FIT;Transferencias 34.14;Alba;00000606.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000607.FIT;Transferencias 34.14;Alba;00000607.FIT
GE (General Electric);IMP_0036_338;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000608.FIT;Transferencias 34.14;Alba;00000608.FIT
GE (General Electric);IMP_0036_340;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;KO;00000602.OMF;OMF Banco de España en fichero;Alba;00000602.OMF (fuera de hora)
GE (General Electric);IMP_0036_341;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000598.TIN;Órdenes pago internacionales en fichero;Alba;00000598.TIN
GE (General Electric);IMP_0036_341;09/02/2015;01/01/2010;CIB;Swift Fileact;10000000155;Integrado;Finalizado;OK;00000599.TIN;Órdenes pago internacionales en fichero;Alba;00000599.TIN
GRIFOLS;;16/01/2014;01/01/2010;BEC;Swift Fileact;10000000038;Integrado;Finalizado;OK;38000176.FIM;Nóminas 34.14;Ángel;38000176.FIM
GRIFOLS;;16/01/2014;01/01/2010;BEC;Swift Fileact;10000000038;Integrado;Finalizado;OK;38000177.FIM;Nóminas 34.14;Ángel;38000177.FIM
GRIFOLS;IMP_0106_540;16/01/2014;01/01/2010;BEC;Swift Fileact;10000000038;Integrado;Finalizado;OK;38000174.FIT;Transferencias 34.14;Ángel;38000174.FIT
GRIFOLS;IMP_0106_540;16/01/2014;01/01/2010;BEC;Swift Fileact;10000000038;Integrado;Finalizado;OK;38000175.FIT;Transferencias 34.14;Ángel;38000175.FIT
HUAWEI;IMP_0022_201;01/04/2014;01/01/2010;CIB;Swift FIN;;Integrado;Finalizado;OK;;MT940;Jorge Arbona;En formato estándar con la cuenta en CCC, para que lo valide el cliente. En espera de feedback del cleinte, todo ok.
HUAWEI;IMP_0022_201;01/07/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;12/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;13/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;16/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;17/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;18/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;19/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;02/07/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;02/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;02/10/2014;01/01/2010;CIB;Swift FIN;HWTCCNBSXXX;Producción;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;20/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;20/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con alguna difucultad incicial en la recuperación de los mensajes por parte del cliente, pero los está recibiendo correctamente.
HUAWEI;IMP_0022_201;21/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;22/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;23/07/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Cancelado;;;MT940;Cliente;Con el nuevo formato de MT940 global. Cancelada por el cliente.
HUAWEI;IMP_0022_201;23/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;23/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;24/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;25/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;26/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;26/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;27/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;27/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;28/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;29/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;03/07/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;03/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;30/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global
HUAWEI;IMP_0022_201;30/05/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;04/07/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;Con el nuevo formato de MT940 global. Se han finalizado las pruebas satisfactoriamente con el cliente, se pasa a producción.
HUAWEI;IMP_0022_201;04/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;05/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;06/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
HUAWEI;IMP_0022_201;09/06/2014;01/01/2010;CIB;Swift FIN;HWTCCNB0XXX;Integrado;Finalizado;OK;;MT940;Cliente;
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000226.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000226.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000230.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000230.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000234.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000234.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000235.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000235.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000236.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000236.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000237.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000237.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000238.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000238.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000239.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000239.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;10/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;KO;00000240.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000240.CSP (ID Acreedor incorrecto)
IBERDROLA;IMP_0113_208;14/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Cancelado;;;Adeudos directos 19.14 (Sepa);Ignacio;
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000022.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000022.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000020.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000020.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000021.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000021.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000019.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000019.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000018.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000018.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;15/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000017.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000017.CSP, PROCESADO CON ERRORES EN APLICACIÓN PRODUCTO (se ha rechazado un adeudo por cuenta incorrecta). Caso especial no valida fecha de vencimiento ok.
IBERDROLA;IMP_0113_208;19/06/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000331.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000331.CSP (la fecha de vencimiento no es mayor que la del día)
IBERDROLA;IMP_0113_208;30/01/2014;01/01/2010;CIB;Swift Fileact;10000000113;Producción;Finalizado;OK;00000024.CSP;Adeudos directos 19.14 (Sepa);Ignacio;00000024.CSP (fecha de ejecución: 02/02/2014. Ignacio: Para que lo tengáis en cuenta. Al ser un CORE FRST, supongo que la fecha de ejecución se recalculará a día 7/2.)
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000249.FIM;Nóminas 34.14;Ignacio;00000249.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000250.FIM;Nóminas 34.14;Ignacio;00000250.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000251.FIM;Nóminas 34.14;Ignacio;00000251.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000252.FIM;Nóminas 34.14;Ignacio;00000252.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000253.FIM;Nóminas 34.14;Ignacio;00000253.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
IBERDROLA;IMP_0113_204;26/05/2014;01/01/2010;CIB;Swift Fileact;10000000095;Integrado;Finalizado;KO;00000254.FIM;Nóminas 34.14;Ignacio;00000254.FIM. El fichero ha llegado en formato XML a SSTT, sin mapear en GMM.
