ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000295.FIM;Nóminas 34.14;Ana;00000295.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000296.FIM;Nóminas 34.14;Ana;00000296.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000297.FIM;Nóminas 34.14;Ana;00000297.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000298.FIM;Nóminas 34.14;Ana;00000298.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000302.FIM;Nóminas 34.14;Ana;00000302.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000303.FIM;Nóminas 34.14;Ana;00000303.FIM
ALSTOM;IMP_0012_103;17/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000305.FIM;Nóminas 34.14;Ana;00000305.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000312.FIM;Nóminas 34.14;Ana;00000312.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000313.FIM;Nóminas 34.14;Ana;00000313.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000314.FIM;Nóminas 34.14;Ana;00000314.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000315.FIM;Nóminas 34.14;Ana;00000315.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000316.FIM;Nóminas 34.14;Ana;00000316.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000318.FIM;Nóminas 34.14;Ana;00000318.FIM
ALSTOM;IMP_0012_103;18/03/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;OK;00000319.FIM;Nóminas 34.14;Ana;00000319.FIM
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;19/08/2014;01/01/2010;CIB;Swift Fileact;10000000105;Integrado;Finalizado;KO;;Nóminas 34.14;Ana;No han llegado a SSTT ya que eran ficheros de Portugal
ALSTOM;IMP_0012_103;02/04/2014;01/01/2010;CIB;Swift Fileact;1,00E+10;Integrado;Finalizado;OK;00000329.FIM;Nóminas 34.14;Ana;00000329.FIM, autorizado, llegó con la cuenta real del cliente.
